ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 02/06/2025;COBERTURA;IMPORTE AFILIADO
32779;risperidona;DOZIC;3 mg comp.ran.x 60;Raffo;$ 82989.69;50%;$ 41494.85
57784;rivaroxabán;XAROBAN;10 mg x 10 comp.rec.;Raffo;$ 46734.34;50%;$ 23367.17
57785;rivaroxabán;XAROBAN;10 mg x 30 comp.rec.;Raffo;$ 94793.58;50%;$ 47396.79
57780;rivaroxabán;XAROBAN;15 mg x 15 comp.rec.;Raffo;$ 51642.05;50%;$ 25821.03
57781;rivaroxabán;XAROBAN;15 mg x 30 comp.rec.;Raffo;$ 93634.63;50%;$ 46817.32
57778;rivaroxabán;XAROBAN;2.5 mg x 30 comp.rec.;Raffo;$ 52367.92;50%;$ 26183.96
57779;rivaroxabán;XAROBAN;2.5 mg x 60 comp.rec;Raffo;$ 100115.13;50%;$ 50057.57
57782;rivaroxabán;XAROBAN;20 mg x 15 comp.rec.;Raffo;$ 51991.12;50%;$ 25995.56
57783;rivaroxabán;XAROBAN;20 mg x 30 comp.rec.;Raffo;$ 98006.12;50%;$ 49003.06
56218;rivastigmina;REMIZERAL PARCHES;13.3 mg parches x 30;Raffo;$ 79233.77;50%;$ 39616.89
56216;rivastigmina;REMIZERAL PARCHES;4.6 mg parches x 30;Raffo;$ 72837.77;50%;$ 36418.89
56217;rivastigmina;REMIZERAL PARCHES;9.5 mg parches x 30;Raffo;$ 72837.77;50%;$ 36418.89
59530;sacubitrilo+valsartán;DUPERTAN;100 mg comp.rec.x 30;Raffo;$ 82461.53;80%;$ 16492.31
59531;sacubitrilo+valsartán;DUPERTAN;100 mg comp.rec.x 60;Raffo;$ 164810.91;80%;$ 32962.18
59532;sacubitrilo+valsartán;DUPERTAN;200 mg comp.rec.x 60;Raffo;$ 164810.91;80%;$ 32962.18
59529;sacubitrilo+valsartán;DUPERTAN;50 mg comp.rec.x 30;Raffo;$ 79505.16;80%;$ 15901.03
41636;sertralina;ATENIX;100 mg comp.ran.x 30;Raffo;$ 39655.88;50%;$ 19827.94
26875;sertralina;ATENIX;25 mg comp.ran.x 30;Raffo;$ 8770.65;50%;$ 4385.33
19916;sertralina;ATENIX;50 mg comp.ran.x 30;Raffo;$ 24065.23;50%;$ 12032.62
20681;sertralina;ATENIX;50 mg comp.ran.x 60;Raffo;$ 39513.83;50%;$ 19756.92
13164;simvastatin;REDUSTEROL;10 mg comp.x 30;Raffo;$ 21338.47;80%;$ 4267.69
14602;simvastatin;REDUSTEROL;20 mg comp.x 30;Raffo;$ 27037.83;80%;$ 5407.57
15214;simvastatin;REDUSTEROL;40 mg comp.x 30;Raffo;$ 24389.36;80%;$ 4877.87
22374;tamsulosina;REDUPROST;0.4 mg cáps.x 30;Raffo;$ 35150.94;50%;$ 17575.47
43795;tamsulosina;REDUPROST;0.4 mg cáps.x 60;Raffo;$ 58382.49;50%;$ 29191.25
59607;terbinafina;LIKANA;250 mg comp.x 14;Raffo;$ 16507.89;50%;$ 8253.95
59608;terbinafina;LIKANA;250 mg comp.x 28;Raffo;$ 31659.12;50%;$ 15829.56
32776;topiramato;TOPICTAL;100 mg comp.rec.x 28;Raffo;$ 44346.41;80%;$ 8869.28
41288;topiramato;TOPICTAL;100 mg comp.rec.x 56;Raffo;$ 84375.27;80%;$ 16875.05
32774;topiramato;TOPICTAL;25 mg comp.rec.x 28;Raffo;$ 14927.51;80%;$ 2985.5
41286;topiramato;TOPICTAL;25 mg comp.rec.x 56;Raffo;$ 26862.23;80%;$ 5372.45
32775;topiramato;TOPICTAL;50 mg comp.rec.x 28;Raffo;$ 28660.17;80%;$ 5732.03
41287;topiramato;TOPICTAL;50 mg comp.rec.x 56;Raffo;$ 55201.45;80%;$ 11040.29
57555;tramadol;ULTRAGESIC GOTAS;100 mg/ml gtas. x 10 ml;Raffo;$ 15796.94;50%;$ 7898.47
57556;tramadol;ULTRAGESIC GOTAS;100 mg/ml gtas. x 20 ml;Raffo;$ 25554.38;50%;$ 12777.19
57552;tramadol;ULTRAGESIC CB;50 mg cáps.bl. x 10;Raffo;$ 7352.82;50%;$ 3676.41
57553;tramadol;ULTRAGESIC CB;50 mg cáps.bl. x 20;Raffo;$ 14705.71;50%;$ 7352.86
57554;tramadol;ULTRAGESIC CB;50 mg cáps.bl. x 30;Raffo;$ 20640.18;50%;$ 10320.09
52310;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 10;Raffo;$ 12836;40%;$ 7701.6
52311;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 20;Raffo;$ 24235.8;40%;$ 14541.48
52312;tramadol+paracetamol;ULTRAGESIC PLUS;37.5/325 mg comp.x 30;Raffo;$ 30621.15;40%;$ 18372.69
35905;valsartán;ALPERTAN;160 mg comp.rec.x 14;Raffo;$ 13814.4;60%;$ 5525.76
35906;valsartán;ALPERTAN;160 mg comp.rec.x 28;Raffo;$ 30378.29;60%;$ 12151.32
50246;valsartán;ALPERTAN;320 mg comp.rec.x 28;Raffo;$ 32312.34;60%;$ 12924.94
35903;valsartán;ALPERTAN;80 mg comp.rec.x 14;Raffo;$ 11562.92;60%;$ 4625.17
35904;valsartán;ALPERTAN;80 mg comp.rec.x 28;Raffo;$ 23527.6;60%;$ 9411.04
46312;valsartán+amlodipina;NOSTER;10/160 mg comp.x 28;Raffo;$ 35813.29;50%;$ 17906.65
46311;valsartán+amlodipina;NOSTER;5/160 mg comp.x 28;Raffo;$ 34875.52;50%;$ 17437.76
51771;valsartán+amlodipina;NOSTER;5/320 mg comp.x 28;Raffo;$ 42590.75;50%;$ 21295.38
49125;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/10 mg comp.x 28;Raffo;$ 45183.86;50%;$ 22591.93
49124;valsartán+hidrocloroti.+amlodip.;NOSTER D;160/12.5/5 mg comp.x 28;Raffo;$ 45183.86;50%;$ 22591.93
51770;valsartán+hidrocloroti.+amlodip.;NOSTER D;320/25/10 mg comp.x 28;Raffo;$ 50356.49;50%;$ 25178.25
43288;valsartán+hidroclorotiazida;ALPERTAN D;160/12.5 mg comp.rec.x28;Raffo;$ 25044.8;50%;$ 12522.4
53344;valsartán+hidroclorotiazida;ALPERTAN D;320/12.5 mg comp.rec.x28;Raffo;$ 33188.83;50%;$ 16594.42
53345;valsartán+hidroclorotiazida;ALPERTAN D;320/25 mg comp.rec.x28;Raffo;$ 33792.48;50%;$ 16896.24
43287;valsartán+hidroclorotiazida;ALPERTAN D;80/12.5 mg comp.rec.x 28;Raffo;$ 22464.83;50%;$ 11232.42
56706;vildagliptin;VILZER;50 mg comp.x 30;Raffo;$ 31834.98;100%;$ 0
56707;vildagliptin;VILZER;50 mg comp.x 60;Raffo;$ 60731.69;100%;$ 0
56712;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 30;Raffo;$ 43108.89;100%;$ 0
56713;vildagliptin+metformina;VILZERMET;50/1000 mg comp.x 60;Raffo;$ 79832.86;100%;$ 0
56708;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 30;Raffo;$ 37149.21;100%;$ 0
56709;vildagliptin+metformina;VILZERMET;50/500 mg comp.x 60;Raffo;$ 69202.03;100%;$ 0
56710;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 30;Raffo;$ 36054.07;100%;$ 0
56711;vildagliptin+metformina;VILZERMET;50/850 mg comp.x 60;Raffo;$ 69998.93;100%;$ 0
53169;vit.d3;DEBLAX;cáps.bl.x 1;Raffo;$ 11749.67;40%;$ 7049.8
53170;vit.d3;DEBLAX;cáps.bl.x 2;Raffo;$ 16811.68;40%;$ 10087.01
13179;vit.e;ETEC 1000;cáps.blandas x 30;Raffo;$ 41154.24;40%;$ 24692.54
15385;vit.e;ETEC 1000;cáps.blandas x 60;Raffo;$ 70554.57;40%;$ 42332.74
5896;amikacina;AMIKACINA RICHET;(como base) 500 mg a.x 1;Richet;$ 16740.91;60%;$ 6696.36
36396;amlodipina;AMLODIPINA RICHET;10 mg comp.x 30;Richet;$ 18159.98;60%;$ 7263.99
36392;amlodipina;AMLODIPINA RICHET;5 mg comp.x 30;Richet;$ 10710.44;60%;$ 4284.18
6252;amoxicilina;AMOXICILINA RICHET;1 g comp.x 16;Richet;$ 17106.14;60%;$ 6842.46
6250;amoxicilina;AMOXICILINA RICHET;1 g comp.x 8;Richet;$ 8336.51;60%;$ 3334.6
11673;amoxicilina;AMOXICILINA RICHET;250 mg pvo.p/susp.x 90ml;Richet;$ 6728.77;60%;$ 2691.51
7536;amoxicilina;AMOXICILINA RICHET;250 mg pvo.p/susp.x120ml;Richet;$ 8343.25;60%;$ 3337.3
7138;amoxicilina;AMOXICILINA RICHET;500 mg comp.ran.x 16;Richet;$ 5942.52;60%;$ 2377.01
13967;amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x 60ml;Richet;$ 7066.23;60%;$ 2826.49
13968;amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x 90ml;Richet;$ 7864.92;60%;$ 3145.97
13969;amoxicilina;AMOXICILINA RICHET;500 mg pvo.p/susp.x120ml;Richet;$ 11132.78;60%;$ 4453.11
45859;amoxicilina;AMOXICILINA RICHET DUO;750 mg pvo.p/susp.x 70ml;Richet;$ 9293.72;60%;$ 3717.49
45861;amoxicilina;AMOXICILINA RICHET DUO;875 mg comp.x 14 (TRZB);Richet;$ 8633.89;60%;$ 3453.56
23789;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;1000 mg comp.x 16 (TRZB);Richet;$ 20550.06;60%;$ 8220.02
23788;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;1000 mg comp.x 8;Richet;$ 13020.41;60%;$ 5208.16
23790;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;250 mg pvo.p/susp.x 60ml;Richet;$ 7463.25;60%;$ 2985.3
27562;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;250 mg pvo.p/susp.x 90ml;Richet;$ 10354.85;60%;$ 4141.94
35661;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO 7:1 RICHET;400/57.5 mg susp.x 70 ml;Richet;$ 10807.32;60%;$ 4322.93
23787;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;500 mg comp.x 16;Richet;$ 17422.97;60%;$ 6969.19
23786;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO RICHET;500 mg comp.x 8;Richet;$ 9188.39;60%;$ 3675.36
35660;amoxicilina+clavulánico,ác.;AMOXICILINA CLAVULANICO 7:1 RICHET;875/125 mg comp.x 14;Richet;$ 17433.88;60%;$ 6973.55
999;ampicilina;AMPICILINA RICHET;1 g comp.x 16;Richet;$ 17235.57;60%;$ 6894.23
928;ampicilina;AMPICILINA RICHET;1 g comp.x 8;Richet;$ 8637.84;60%;$ 3455.14
7153;ampicilina;AMPICILINA RICHET;500 mg comp.x 16;Richet;$ 11739.93;60%;$ 4695.97
17429;ampicilina+sulbactam;SULTAMICILINA RICHET;1.5 g iny.f.a.x 1;Richet;$ 7261.16;60%;$ 2904.46
36810;atorvastatín;ATORVASTATIN RICHET;10 mg comp.rec.x 30;Richet;$ 22919.02;80%;$ 4583.8
36811;atorvastatín;ATORVASTATIN RICHET;10 mg comp.rec.x 60;Richet;$ 43622.41;80%;$ 8724.48
36812;atorvastatín;ATORVASTATIN RICHET;20 mg comp.rec.x 30;Richet;$ 36152.22;80%;$ 7230.44
36813;atorvastatín;ATORVASTATIN RICHET;20 mg comp.rec.x 60;Richet;$ 72786.73;80%;$ 14557.35
36814;atorvastatín;ATORVASTATIN RICHET;40 mg comp.rec.x 30;Richet;$ 44869.14;80%;$ 8973.83
20008;azitromicina;AZITROMICINA RICHET;500 mg comp.x 3;Richet;$ 8814.7;60%;$ 3525.88
20255;azitromicina;AZITROMICINA RICHET;500 mg comp.x 6;Richet;$ 12216.21;60%;$ 4886.48
20009;azitromicina;AZITROMICINA RICHET;pvo.p/susp.oral x 15 ml;Richet;$ 9614.15;60%;$ 3845.66
47579;betahistina;BETAHISTINA RICHET;16 mg comp.x 30;Richet;$ 13604.5;50%;$ 6802.25
58243;betahistina;BETAHISTINA RICHET;16 mg comp.x 60;Richet;$ 21496.64;50%;$ 10748.32
47580;betahistina;BETAHISTINA RICHET;24 mg comp.x 30;Richet;$ 19793.88;50%;$ 9896.94
47578;betahistina;BETAHISTINA RICHET;8 mg comp.x 30;Richet;$ 11614.71;50%;$ 5807.36
47502;candesartán cilexetil;CANDESARTAN RICHET;16 mg comp.x 30;Richet;$ 50775.03;60%;$ 20310.01
47501;candesartán cilexetil;CANDESARTAN RICHET;8 mg comp.x 30;Richet;$ 33855.5;60%;$ 13542.2
39949;carvedilol;CARVEDILOL RICHET;12.5 mg comp.x 28;Richet;$ 10346.99;60%;$ 4138.8
39950;carvedilol;CARVEDILOL RICHET;25 mg comp.x 28;Richet;$ 12616.43;60%;$ 5046.57
57147;carvedilol;CARVEDILOL RICHET;25 mg comp.x 56;Richet;$ 16701.09;60%;$ 6680.44
51600;carvedilol;CARVEDILOL RICHET;50 mg comp.x 28;Richet;$ 14605.72;60%;$ 5842.29
39948;carvedilol;CARVEDILOL RICHET;6.25 mg comp.x 28;Richet;$ 8301.83;60%;$ 3320.73
57396;carvedilol;CARVEDILOL RICHET;6.25 mg comp.x 56;Richet;$ 10329.51;60%;$ 4131.8
49795;cefalexina;CEFALEXINA RICHET;1 g comp.x 14;Richet;$ 18565.53;60%;$ 7426.21
6281;cefalexina;CEFALEXINA RICHET;1 g comp.x 16 (TRZB);Richet;$ 18668.95;60%;$ 7467.58
6276;cefalexina;CEFALEXINA RICHET;1 g comp.x 8;Richet;$ 10163.6;60%;$ 4065.44
11676;cefalexina;CEFALEXINA RICHET;250 mg pvo.p/susp.x 18ds;Richet;$ 6323.54;60%;$ 2529.42
7553;cefalexina;CEFALEXINA RICHET;250 mg pvo.p/susp.x 24ds;Richet;$ 6749.67;60%;$ 2699.87
7165;cefalexina;CEFALEXINA RICHET;500 mg comp.x 8;Richet;$ 5645.94;60%;$ 2258.38
18752;cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x12ds.;Richet;$ 10167.26;60%;$ 4066.9
18753;cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x18ds.;Richet;$ 10650.45;60%;$ 4260.18
18754;cefalexina;CEFALEXINA RICHET;500 mg pvo.p/susp.x24ds.;Richet;$ 13238.58;60%;$ 5295.43
7166;cefalexina;CEFALEXINA RICHET;500mg comp.ran.x16(TRZB);Richet;$ 9615.74;60%;$ 3846.3
58422;cefalexina;CEFALEXINA RICHET;500mg comp.ran.x24(TRZB);Richet;$ 13266.03;60%;$ 5306.41
7171;cefazolina;CEFAZOLINA RICHET;1000 mg iny.f.a.x 1;Richet;$ 9805.6;60%;$ 3922.24
17797;cefoxitina;CEFOXITINA RICHET;1 g iny.f.a.+a.sol.;Richet;$ 41848.9;60%;$ 16739.56
13320;ceftazidima;CEFTAZIDIMA RICHET;1 g iny.f.a. (C/u);Richet;$ 9376.11;60%;$ 3750.44
13324;ceftriaxona;CEFTRIAXONA RICHET;1 g IM f.a.+a.solv.(C/u);Richet;$ 19088.94;60%;$ 7635.58
13323;ceftriaxona;CEFTRIAXONA RICHET;1 g IV f.a.+a.solv.;Richet;$ 13266.13;60%;$ 5306.45
17803;cefuroxima;CEFUROXIMA RICHET;1.5 g iny.f.a.;Richet;$ 6170.54;60%;$ 2468.22
17800;cefuroxima;CEFUROXIMA RICHET;500 mg comp.x 8;Richet;$ 16366.15;60%;$ 6546.46
17802;cefuroxima;CEFUROXIMA RICHET;750 mg iny.f.a.;Richet;$ 2877.41;60%;$ 1150.96
17801;cefuroxima;CEFUROXIMA RICHET SUSPENSION 125 MG;jbe.x 70 ml;Richet;$ 26699.94;60%;$ 10679.98
50863;cilostazol;CILOSTAZOL RICHET;100 mg comp.x 30;Richet;$ 25132.41;60%;$ 10052.96
50864;cilostazol;CILOSTAZOL RICHET;100 mg comp.x 60;Richet;$ 50855.85;60%;$ 20342.34
50862;cilostazol;CILOSTAZOL RICHET;50 mg comp.x 30;Richet;$ 14744.73;60%;$ 5897.89
15600;ciprofloxacina;CIPROFLOXACINA RICHET;500 mg comp.rec.x 10;Richet;$ 13165.27;60%;$ 5266.11
55160;ciprofloxacina;CIPROFLOXACINA RICHET;500 mg comp.rec.x 20;Richet;$ 24729.57;60%;$ 9891.83
33733;claritromicina;CLARITROMICINA RICHET;250mg/5ml susp.oralx60ml;Richet;$ 20893.25;60%;$ 8357.3
23792;claritromicina;CLARITROMICINA RICHET;500 mg IV iny.f.a.;Richet;$ 27425.19;60%;$ 10970.08
23796;claritromicina;CLARITROMICINA RICHET;500 mg comp.x 16;Richet;$ 24672.65;60%;$ 9869.06
23795;claritromicina;CLARITROMICINA RICHET;500 mg comp.x 8;Richet;$ 14045.34;60%;$ 5618.14
17438;clindamicina;CLINDAMICINA RICHET;300 mg cáps.x 16;Richet;$ 13085.4;60%;$ 5234.16
42583;clopidogrel;CLOPIDOGREL RICHET;75 mg comp.x 30;Richet;$ 39789.71;50%;$ 19894.86
48530;clopidogrel;CLOPIDOGREL RICHET;75 mg comp.x 60;Richet;$ 56825.95;50%;$ 28412.98
39374;colistina metansulfonato;COLISTINA RICHET;iny.f.a.x 2 ml + solv.;Richet;$ 19166.79;60%;$ 7666.72
47417;desloratadina;DESLORATADINA RICHET;5 mg comp.x 14;Richet;$ 9773.52;40%;$ 5864.11
47416;desloratadina;DESLORATADINA RICHET;5 mg comp.x 7;Richet;$ 5651.1;40%;$ 3390.66
7174;dexametasona;DEXAMETASONA 21 FOSFATO RICHET;8mg/2ml iny.a.x 1 c/jga.;Richet;$ 12665.73;50%;$ 6332.87
50466;donepecilo;DONEPECILO RICHET;10 mg comp.x 30;Richet;$ 37393.55;50%;$ 18696.78
50465;donepecilo;DONEPECILO RICHET;5 mg comp.x 30;Richet;$ 28942.7;50%;$ 14471.35
50756;enalapril;ENALAPRIL RICHET;10 mg comp.x 30;Richet;$ 8340.89;80%;$ 1668.18
12908;enalapril;ENALAPRIL RICHET;10 mg comp.x 50;Richet;$ 12811.42;80%;$ 2562.28
50757;enalapril;ENALAPRIL RICHET;10 mg comp.x 60;Richet;$ 15759.62;80%;$ 3151.92
6377;estreptomicina;ESTREPTOMICINA RICHET TP;1 g iny.f.a.x 1;Richet;$ 18948.18;60%;$ 7579.27
56646;fenofibrato micronizado;FENOFIBRATO MICRONIZADO RICHET;200 mg cáps.x 30;Richet;$ 28228.9;60%;$ 11291.56
56647;fenofibrato micronizado;FENOFIBRATO MICRONIZADO RICHET;200 mg cáps.x 60;Richet;$ 50319.74;60%;$ 20127.9
6207;fenoximetilpenicilina;PENICILINA ORAL RICHET;1000000 UI comp.x 12;Richet;$ 6329.45;60%;$ 2531.78
57472;fenoximetilpenicilina;PENICILINA ORAL RICHET;1000000 UI comp.x 18;Richet;$ 8350.52;60%;$ 3340.21
6211;fenoximetilpenicilina;PENICILINA ORAL RICHET;1000000 UI comp.x 24;Richet;$ 11143.53;60%;$ 4457.41
6243;fenoximetilpenicilina;PENICILINA ORAL RICHET;1500000 UI comp.x 12;Richet;$ 9767.14;60%;$ 3906.86
57566;fenoximetilpenicilina;PENICILINA ORAL RICHET;1500000 UI comp.x 18;Richet;$ 12645.12;60%;$ 5058.05
6255;fenoximetilpenicilina;PENICILINA ORAL RICHET;1500000 UI comp.x 24;Richet;$ 16919.62;60%;$ 6767.85
16273;fluconazol;FLUCONAZOL RICHET;100 mg comp.x 10;Richet;$ 50081.46;50%;$ 25040.73
16275;fluconazol;FLUCONAZOL RICHET;150 mg comp.x 2;Richet;$ 10001.9;50%;$ 5000.95
47500;fluconazol;FLUCONAZOL RICHET;150 mg comp.x 4;Richet;$ 17173.05;50%;$ 8586.53
16277;fluconazol;FLUCONAZOL RICHET;200 mg comp.x 10;Richet;$ 79830.44;50%;$ 39915.22
58421;fluconazol;FLUCONAZOL RICHET;200 mg comp.x 30;Richet;$ 202798.67;50%;$ 101399.34
21803;fluconazol;FLUCONAZOL RICHET;50mg/5ml susp.oral x35ml;Richet;$ 23887.3;50%;$ 11943.65
28504;ganciclovir;GANCICLOVIR RICHET;IV 500 mg f.a.x 1;Richet;$ 41507.64;60%;$ 16603.06
7180;gentamicina;GENTAMICINA (COMO SULFATO) RICHET;80 mg iny.a.x 2 x 2 ml;Richet;$ 11414.67;60%;$ 4565.87
7181;gentamicina;GENTAMICINA (COMO SULFATO) RICHET;80 mg iny.a.x 6 x 2 ml;Richet;$ 27799.52;60%;$ 11119.81
7742;hidrocortisona;HIDROCORTISONA RICHET;500 mg liof.f.a.x 1;Richet;$ 18233.76;50%;$ 9116.88
17811;hierro+fólico,ác.;SULFATO FERROSO RICHET;525 mg comp.x 30 (TRZB);Richet;$ 16385.2;50%;$ 8192.6
22438;hierro+fólico,ác.;SULFATO FERROSO RICHET;525 mg comp.x 60;Richet;$ 31561.17;50%;$ 15780.59
44837;ibandrónico,ác.;IBANDRONATO RICHET;150 mg comp.rec.x 1;Richet;$ 18849.31;50%;$ 9424.66
48531;ibandrónico,ác.;IBANDRONATO RICHET;150 mg comp.rec.x 3;Richet;$ 49938.96;50%;$ 24969.48
44701;ketorolac;KETOROLAC TROMETAMINA RICHET;10 mg comp.subl.x 10;Richet;$ 1464.18;50%;$ 732.09
54825;levetiracetam;LEVETIRACETAM RICHET;100 mg/ml susp.x 300 ml;Richet;$ 117776.24;50%;$ 58888.12
39978;levofloxacina;LEVOFLOXACINA RICHET;25 mg/ml f.a.x 1 x 20 ml;Richet;$ 24207;60%;$ 9682.8
58353;levofloxacina;LEVOFLOXACINA RICHET;500 mg comp. rec.x 14;Richet;$ 21011.18;60%;$ 8404.47
38313;levofloxacina;LEVOFLOXACINA RICHET;500 mg comp. rec.x 7;Richet;$ 12632.08;60%;$ 5052.83
48532;levofloxacina;LEVOFLOXACINA RICHET;750 mg comp. rec.x 5;Richet;$ 13567.25;60%;$ 5426.9
7792;loperamida;LOPERAMIDA RICHET;2 mg comp.x 10;Richet;$ 346.81;50%;$ 173.41
37478;losartán;LOSARTAN RICHET;100 mg comp.x 30;Richet;$ 22172.31;80%;$ 4434.46
37479;losartán;LOSARTAN RICHET;100 mg comp.x 60;Richet;$ 42540.64;80%;$ 8508.13
37477;losartán;LOSARTAN RICHET;50 mg comp.x 30 (TRZB);Richet;$ 17328.99;80%;$ 3465.8
54625;losartán;LOSARTAN RICHET;50 mg comp.x 60;Richet;$ 34824.67;80%;$ 6964.93
50140;memantine;MEMANTINA RICHET;10 mg comp.x 30;Richet;$ 23712.86;50%;$ 11856.43
50141;memantine;MEMANTINA RICHET;10 mg comp.x 60;Richet;$ 51781.73;50%;$ 25890.87
50142;memantine;MEMANTINA RICHET;20 mg comp.x 30;Richet;$ 35524.7;50%;$ 17762.35
36817;meprednisona;MEPREDNISONA RICHET;4 mg comp.x 20 (TRZB);Richet;$ 6289.97;50%;$ 3144.99
27575;meprednisona;MEPREDNISONA RICHET;40 mg comp.x 20 (TRZB);Richet;$ 34475.15;50%;$ 17237.58
27573;meprednisona;MEPREDNISONA RICHET;8 mg comp.x 20 (TRZB);Richet;$ 13405.6;50%;$ 6702.8
14684;metronidazol;METRONIDAZOL RICHET;500 mg óv.x 8;Richet;$ 2036.98;50%;$ 1018.49
47719;minociclina;MINOCICLINA RICHET;100 mg comp.x 30;Richet;$ 35163.31;60%;$ 14065.32
48239;montelukast;MONTELUKAST RICHET;10 mg comp.rec.x 30;Richet;$ 30847.55;50%;$ 15423.78
48242;montelukast;MONTELUKAST RICHET;4 mg comp.mast.x 30;Richet;$ 29686.61;50%;$ 14843.31
48240;montelukast;MONTELUKAST RICHET;5 mg comp.mast.x 30;Richet;$ 29876.97;50%;$ 14938.49
14339;norfloxacina;NORFLOXACINA RICHET;400 mg comp.x 10;Richet;$ 8851.38;60%;$ 3540.55
14340;norfloxacina;NORFLOXACINA RICHET;400 mg comp.x 20;Richet;$ 17171.08;60%;$ 6868.43
24356;omeprazol;OMEPRAZOL RICHET;40 mg IV f.a.x 1;Richet;$ 30860.46;40%;$ 18516.28
6088;penicilina g benzatínica;PENICILINA G BENZATINICA RICHET;1200000 UI f.a.x 1;Richet;$ 8949.6;60%;$ 3579.84
6101;penicilina g benzatínica;PENICILINA G BENZATINICA RICHET;2400000 UI f.a.x 1;Richet;$ 14892.22;60%;$ 5956.89
55415;pregabalina;PREGABALINA RICHET 150;150 mg cáps.x 30;Richet;$ 45143.05;50%;$ 22571.53
55414;pregabalina;PREGABALINA RICHET 75;75 mg cáps.x 30;Richet;$ 27792.72;50%;$ 13896.36
57397;pregabalina;PREGABALINA RICHET 75;75 mg cáps.x 60;Richet;$ 57580.23;50%;$ 28790.12
18140;rifampicina;RIFAMPICINA RICHET;300 mg cáps.x 8;Richet;$ 8144.19;60%;$ 3257.68
24354;rifampicina;RIFAMPICINA AA RICHET;600 mg iny.f.a.x 1x 50ml;Richet;$ 31514.91;60%;$ 12605.96
18141;rifampicina;RIFAMPICINA RICHET;jbe.x 50 ml;Richet;$ 9044.63;60%;$ 3617.85
40383;rosuvastatina;ROSUVASTATINA RICHET;10 mg comp.x 28;Richet;$ 17223.7;50%;$ 8611.85
55857;rosuvastatina;ROSUVASTATINA RICHET;10 mg comp.x 30;Richet;$ 17419.91;50%;$ 8709.96
45402;rosuvastatina;ROSUVASTATINA RICHET;20 mg comp.x 28;Richet;$ 30111.95;50%;$ 15055.98
55858;rosuvastatina;ROSUVASTATINA RICHET;20 mg comp.x 30;Richet;$ 30813.66;50%;$ 15406.83
53220;rosuvastatina;ROSUVASTATINA RICHET;40 mg comp.x 28;Richet;$ 52605.9;50%;$ 26302.95
31120;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA A RICHET;1% cr.dérm.x 30 g;Richet;$ 385.14;50%;$ 192.57
38675;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA A RICHET;cr.dérm.x 200 g;Richet;$ 2689.41;50%;$ 1344.71
31119;sulfadiazina de plata+asoc.;SULFADIAZINA DE PLATA A RICHET;cr.dérm.x 400 g;Richet;$ 6936.2;50%;$ 3468.1
17805;sultamicilina;SULTAMICILINA RICHET;375 mg comp.x 16;Richet;$ 1225.2;60%;$ 490.08
57636;tadalafilo;TADALAFILO RICHET;20 mg comp.x 4;Richet;$ 28760.2;50%;$ 14380.1
46564;tamsulosina;TAMSULOSINA RICHET;0.4mg cáps.L.C.x30(TRZB);Richet;$ 31646.76;50%;$ 15823.38
46565;tamsulosina;TAMSULOSINA RICHET;0.4mg cáps.lib.cont.x 60;Richet;$ 51813.75;50%;$ 25906.88
37081;terbinafina;TERBINAFINA (COMO CLORHIDRATO) RICHET;250 mg comp.x 14;Richet;$ 14355.27;50%;$ 7177.64
37082;terbinafina;TERBINAFINA (COMO CLORHIDRATO) RICHET;250 mg comp.x 28;Richet;$ 27274.82;50%;$ 13637.41
51234;tirotricina+asoc.;CARAMELOS ANTIBIOTICOS RICHET;caram.x 9;Richet;$ 1067.82;50%;$ 533.91
48077;aceite de pescado;OMACOR;caps.blandas x 28;Richmond;$ 4967.36;50%;$ 2483.68
50397;acetilsalicílico,ác.+asoc.;TRINOMIA;100/40/10 mg cáps.x 28;Richmond;$ 5985.91;50%;$ 2992.96
50396;acetilsalicílico,ác.+asoc.;TRINOMIA;100/40/5 mg cáps.x 28;Richmond;$ 5112.74;50%;$ 2556.37
50096;amlodipina;AMZE;10 mg comp.x 28;Richmond;$ 19044.11;60%;$ 7617.64
